ID,CaseNumber,Date,Block,IUCR,PrimaryType,Description,LocationDescription,Arrest,Domestic,Beat,District,Ward,CommunityArea,FBICode,XCoordinate,YCoordinate,Year,UpdatedOn,Latitude,Longitude,Location
3104921,HJ837079,12/25/2003 02:22:14 AM,008XX S WELLS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,131.0,1.0,2.0,32.0,08B,1174838.0,1896647.0,2003.0,02/10/2018 03:50:01 PM,41.87178962,-87.633564301,"(41.87178962, -87.633564301)"
12045148,JD225342,05/05/2020 03:35:00 PM,017XX W CRYSTAL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1424.0,14.0,1.0,24.0,11,,,2020.0,05/12/2020 03:42:00 PM,,,
3385750,HK428796,06/17/2004 07:05:00 PM,008XX N HUDSON AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,PARK PROPERTY,False,False,1823.0,18.0,27.0,8.0,04B,1173018.0,1906323.0,2004.0,02/28/2018 03:56:25 PM,41.898381685,-87.639959164,"(41.898381685, -87.639959164)"
4150052,HL474787,07/10/2005 02:30:00 PM,049XX W 44TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,814.0,8.0,23.0,56.0,08B,1143958.0,1874593.0,2005.0,02/28/2018 03:56:25 PM,41.811905203,-87.747490326,"(41.811905203, -87.747490326)"
2241996,HH512760,07/15/2002 08:45:00 PM,016XX N CALIFORNIA AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,True,1421.0,14.0,1.0,24.0,08A,1157451.0,1910833.0,2002.0,02/28/2018 03:56:25 PM,41.911088511,-87.697012738,"(41.911088511, -87.697012738)"
8922424,HV594442,12/05/2012 05:00:00 AM,020XX S THROOP ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1222.0,12.0,25.0,31.0,06,1168015.0,1890461.0,2012.0,02/10/2018 03:50:01 PM,41.854964624,-87.658792585,"(41.854964624, -87.658792585)"
3218129,HK235001,12/31/2003 12:00:00 AM,015XX N THROOP ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,False,False,1433.0,14.0,32.0,24.0,11,1167431.0,1910361.0,2003.0,02/10/2018 03:50:01 PM,41.909584291,-87.660363344,"(41.909584291, -87.660363344)"
5110864,HM710666,11/08/2006 10:00:00 PM,012XX W CHASE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,False,False,2423.0,24.0,49.0,1.0,14,1166471.0,1948392.0,2006.0,02/10/2018 03:50:01 PM,42.013963439,-87.662796672,"(42.013963439, -87.662796672)"
7013159,HR420260,07/09/2009 06:32:00 PM,005XX E 51ST ST,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,False,223.0,2.0,3.0,38.0,08A,1180467.0,1871309.0,2009.0,02/28/2018 03:56:25 PM,41.802132606,-87.613677631,"(41.802132606, -87.613677631)"
2862153,HJ527720,07/28/2003 04:00:00 PM,038XX N LINCOLN AVE,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,False,False,1923.0,19.0,47.0,5.0,06,1162767.0,1925683.0,2003.0,02/28/2018 03:56:25 PM,41.951727934,-87.677066008,"(41.951727934, -87.677066008)"
6401603,HP484539,07/30/2008 07:20:03 PM,048XX W IRVING PARK RD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,1634.0,16.0,45.0,15.0,15,1143312.0,1926152.0,2008.0,02/10/2018 03:50:01 PM,41.953401434,-87.748571238,"(41.953401434, -87.748571238)"
11526106,JB540845,12/05/2018 09:14:00 AM,015XX E 53RD ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESTAURANT,True,False,234.0,2.0,4.0,41.0,04B,1187345.0,1870426.0,2018.0,12/12/2018 04:18:33 PM,41.799548798,-87.588481602,"(41.799548798, -87.588481602)"
4971049,HM580848,09/02/2006 09:45:00 PM,011XX N LATROBE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1524.0,15.0,37.0,25.0,08B,1141151.0,1907141.0,2006.0,09/07/2021 03:41:02 PM,41.901273461,-87.75698512,"(41.901273461, -87.75698512)"
9504917,HX159884,01/22/2014 09:00:00 AM,013XX W 18TH PL,1120,DECEPTIVE PRACTICE,FORGERY,ATM (AUTOMATIC TELLER MACHINE),False,False,1233.0,12.0,25.0,31.0,10,1167753.0,1891198.0,2014.0,02/10/2018 03:50:01 PM,41.85699266,-87.659733015,"(41.85699266, -87.659733015)"
7158724,HR564126,09/30/2009 02:45:00 PM,002XX E 111TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,513.0,5.0,9.0,49.0,15,1179894.0,1831414.0,2009.0,02/28/2018 03:56:25 PM,41.692669318,-87.616997089,"(41.692669318, -87.616997089)"
4219913,HL457250,07/01/2005 11:45:00 PM,0000X S KARLOV AVE,2027,NARCOTICS,POSS: CRACK,STREET,True,False,1115.0,11.0,28.0,26.0,18,1149065.0,1899591.0,2005.0,02/28/2018 03:56:25 PM,41.880405872,-87.728111568,"(41.880405872, -87.728111568)"
7151473,HR560127,09/25/2009 01:45:00 PM,095XX S LOOMIS ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,2213.0,22.0,21.0,73.0,08B,1168706.0,1841387.0,2009.0,02/28/2018 03:56:25 PM,41.720284826,-87.657671825,"(41.720284826, -87.657671825)"
9700683,HX350592,07/18/2014 04:00:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1833.0,18.0,42.0,8.0,06,1177338.0,1906181.0,2014.0,02/10/2018 03:50:01 PM,41.897895128,-87.624096605,"(41.897895128, -87.624096605)"
4436926,HL734103,11/13/2005 04:00:00 PM,021XX E 67TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,331.0,3.0,5.0,43.0,06,1191483.0,1860963.0,2005.0,02/28/2018 03:56:25 PM,41.773482276,-87.573613382,"(41.773482276, -87.573613382)"
11866098,JC478886,10/19/2019 05:58:00 PM,082XX S MARYLAND AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,True,True,631.0,6.0,8.0,44.0,04B,1183336.0,1850615.0,2019.0,09/07/2021 03:41:02 PM,41.745279932,-87.603799742,"(41.745279932, -87.603799742)"
7320031,HS124795,01/02/2010 09:00:00 AM,081XX S KEDZIE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,835.0,8.0,18.0,70.0,11,1156464.0,1850411.0,2010.0,02/10/2018 03:50:01 PM,41.745303118,-87.702269161,"(41.745303118, -87.702269161)"
9054667,HW198430,03/05/2013 07:24:00 PM,049XX W QUINCY ST,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,SIDEWALK,False,False,1533.0,15.0,28.0,25.0,26,1143635.0,1898551.0,2013.0,02/10/2018 03:50:01 PM,41.877655332,-87.748076243,"(41.877655332, -87.748076243)"
2094041,HH319465,04/19/2002 04:30:00 PM,030XX W IRVING PARK RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,1724.0,17.0,33.0,16.0,07,1155588.0,1926438.0,2002.0,02/28/2018 03:56:25 PM,41.953947518,-87.703435602,"(41.953947518, -87.703435602)"
3755026,HL123316,01/13/2005 07:45:00 PM,044XX S MARSHFIELD AVE,1330,CRIMINAL TRESPASS,TO LAND,PARK PROPERTY,False,False,914.0,9.0,12.0,61.0,26,1166081.0,1875267.0,2005.0,02/28/2018 03:56:25 PM,41.813312219,-87.666324236,"(41.813312219, -87.666324236)"
4014474,HL362488,05/17/2005 07:01:00 PM,056XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,234.0,2.0,20.0,40.0,08B,1179886.0,1867715.0,2005.0,09/07/2021 03:41:02 PM,41.792283676,-87.615918378,"(41.792283676, -87.615918378)"
2288503,HH573452,08/11/2002 04:30:00 PM,023XX W MADISON ST,0860,THEFT,RETAIL THEFT,DRUG STORE,True,False,1332.0,12.0,2.0,28.0,06,1160781.0,1899960.0,2002.0,02/28/2018 03:56:25 PM,41.881183664,-87.685081252,"(41.881183664, -87.685081252)"
3938720,HL304866,04/19/2005 10:00:00 AM,028XX N CLARK ST,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,1932.0,19.0,44.0,6.0,06,1171402.0,1919138.0,2005.0,02/28/2018 03:56:25 PM,41.933582379,-87.645517082,"(41.933582379, -87.645517082)"
11757404,JC348403,07/13/2019 10:00:00 PM,052XX N NAGLE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,1622.0,16.0,45.0,11.0,05,1132572.0,1934592.0,2019.0,07/20/2019 03:42:36 PM,41.976755945,-87.787855551,"(41.976755945, -87.787855551)"
6405123,HP487518,08/01/2008 09:34:14 AM,035XX S DEARBORN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,211.0,2.0,3.0,,14,1176524.0,1881637.0,2008.0,02/28/2018 03:56:25 PM,41.830563229,-87.627827135,"(41.830563229, -87.627827135)"
6893476,HR299855,05/02/2009 09:15:00 PM,0000X S KEDZIE AVE,0460,BATTERY,SIMPLE,STREET,False,False,1124.0,11.0,28.0,27.0,08B,1155056.0,1899700.0,2009.0,02/28/2018 03:56:25 PM,41.880586939,-87.706110174,"(41.880586939, -87.706110174)"
8187618,HT421348,07/29/2011 11:25:00 AM,008XX E 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,624.0,6.0,6.0,69.0,18,1183102.0,1852805.0,2011.0,02/10/2018 03:50:01 PM,41.751294966,-87.604589185,"(41.751294966, -87.604589185)"
1602569,G374399,06/27/2001 12:30:00 PM,031XX N KOSTNER AV,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,False,False,2523.0,25.0,,,06,1146464.0,1920343.0,2001.0,08/17/2015 03:03:40 PM,41.937401439,-87.737132627,"(41.937401439, -87.737132627)"
5735721,HN543152,08/22/2007 12:40:00 AM,014XX N CAMPBELL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,1423.0,14.0,26.0,24.0,04A,1159477.0,1909537.0,2007.0,02/28/2018 03:56:25 PM,41.9074907,-87.689605629,"(41.9074907, -87.689605629)"
7037546,HR444215,07/23/2009 10:50:00 AM,015XX N LARRABEE ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,1821.0,18.0,43.0,8.0,06,1172047.0,1910538.0,2009.0,02/28/2018 03:56:25 PM,41.909969356,-87.643401035,"(41.909969356, -87.643401035)"
11853167,JC462648,10/06/2019 09:15:00 PM,008XX W 59TH ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,GAS STATION,False,False,712.0,7.0,16.0,68.0,08B,1171833.0,1865730.0,2019.0,10/13/2019 06:26:29 PM,41.78701723,-87.645505595,"(41.78701723, -87.645505595)"
7557072,HS360974,05/30/2010 11:30:00 PM,103XX S DOTY AVE E,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,434.0,4.0,10.0,51.0,06,1189757.0,1836996.0,2010.0,02/10/2018 03:50:01 PM,41.707756212,-87.580708771,"(41.707756212, -87.580708771)"
11980856,JD151330,02/14/2020 10:15:00 AM,104XX S TROY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2211.0,22.0,19.0,74.0,07,1157175.0,1835203.0,2020.0,02/21/2020 05:53:19 PM,41.703555405,-87.700073842,"(41.703555405, -87.700073842)"
4703072,HM307630,04/23/2006 07:05:00 AM,057XX W AUGUSTA BLVD,0460,BATTERY,SIMPLE,STREET,False,False,1511.0,15.0,29.0,25.0,08B,1138064.0,1906094.0,2006.0,02/10/2018 03:50:01 PM,41.898456715,-87.768349461,"(41.898456715, -87.768349461)"
23583,JA434291,09/16/2017 09:12:00 PM,097XX S MERRION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,431.0,4.0,7.0,51.0,01A,1192687.0,1840679.0,2017.0,09/19/2022 03:41:05 PM,41.717791966,-87.569859606,"(41.717791966, -87.569859606)"
5784028,HN595463,09/16/2007 12:50:00 PM,073XX S WOLCOTT AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,735.0,7.0,17.0,67.0,26,1164959.0,1855972.0,2007.0,02/28/2018 03:56:25 PM,41.76038812,-87.670985015,"(41.76038812, -87.670985015)"
4311868,HL621983,09/19/2005 01:41:00 PM,077XX S SOUTH SHORE DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,421.0,4.0,7.0,43.0,26,1197191.0,1854824.0,2005.0,02/28/2018 03:56:25 PM,41.756496183,-87.55289378,"(41.756496183, -87.55289378)"
10032456,HY222229,04/14/2015 07:00:00 PM,041XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,213.0,2.0,3.0,38.0,14,1178285.0,1877633.0,2015.0,02/10/2018 03:50:01 PM,41.819536065,-87.62148774,"(41.819536065, -87.62148774)"
9186895,HW332309,06/23/2013 08:34:00 PM,068XX S WABASH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),True,False,322.0,3.0,20.0,69.0,15,1177904.0,1859710.0,2013.0,02/10/2018 03:50:01 PM,41.770362296,-87.623428344,"(41.770362296, -87.623428344)"
6814129,HR222695,03/18/2009 03:55:00 PM,030XX W NORTH AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,OTHER,False,False,1421.0,14.0,26.0,23.0,03,1155621.0,1910480.0,2009.0,02/04/2016 06:33:39 AM,41.910156907,-87.703745073,"(41.910156907, -87.703745073)"
7747458,HS554110,10/08/2010 01:00:00 PM,0000X W ELM ST,0810,THEFT,OVER $500,STREET,False,False,1824.0,18.0,42.0,8.0,06,1175504.0,1908078.0,2010.0,02/10/2018 03:50:01 PM,41.903141995,-87.63077557,"(41.903141995, -87.63077557)"
2560876,HJ146562,01/25/2003 05:50:00 PM,054XX W MADISON ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,1522.0,15.0,29.0,25.0,04B,1140252.0,1899493.0,2003.0,02/28/2018 03:56:25 PM,41.880302933,-87.760474828,"(41.880302933, -87.760474828)"
5560214,HN370095,05/28/2007 12:53:00 PM,022XX N KEDZIE BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,True,False,1414.0,14.0,26.0,22.0,14,1154667.0,1914820.0,2007.0,02/28/2018 03:56:25 PM,41.922085395,-87.707133295,"(41.922085395, -87.707133295)"
9680961,HX330840,07/04/2014 10:10:00 AM,009XX S KILBOURN AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,1131.0,11.0,24.0,29.0,03,1146530.0,1895591.0,2014.0,02/10/2018 03:50:01 PM,41.869478073,-87.737521879,"(41.869478073, -87.737521879)"
6664024,HP737678,12/16/2008 04:00:00 PM,071XX S ABERDEEN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,733.0,7.0,17.0,68.0,26,1170219.0,1857392.0,2008.0,09/07/2021 03:41:02 PM,41.764172027,-87.651665719,"(41.764172027, -87.651665719)"
11112660,JA463576,10/08/2017 06:00:00 PM,034XX W WALNUT ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1123.0,11.0,28.0,27.0,18,1153460.0,1901460.0,2017.0,02/10/2018 03:50:01 PM,41.885448417,-87.711923777,"(41.885448417, -87.711923777)"
6578563,HP648498,10/26/2008 07:30:00 AM,029XX W 25TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1033.0,10.0,12.0,30.0,08B,1157167.0,1887261.0,2008.0,02/28/2018 03:56:25 PM,41.846410419,-87.698696391,"(41.846410419, -87.698696391)"
5251985,HN129367,01/17/2007 03:00:00 PM,027XX W MEDILL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,1431.0,14.0,1.0,22.0,08A,1157622.0,1915492.0,2007.0,09/07/2021 03:41:02 PM,41.923869687,-87.696257398,"(41.923869687, -87.696257398)"
6226455,HP312058,05/01/2008 11:30:00 PM,057XX N ARTESIAN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,False,2011.0,20.0,40.0,2.0,14,1158956.0,1938041.0,2008.0,02/28/2018 03:56:25 PM,41.985718133,-87.690734486,"(41.985718133, -87.690734486)"
1461774,G191272,04/04/2001 05:08:00 PM,001XX E OAK ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,False,False,1824.0,18.0,,,11,1177141.0,1907277.0,2001.0,08/17/2015 03:03:40 PM,41.900907069,-87.624786912,"(41.900907069, -87.624786912)"
2780808,HJ424772,06/12/2003 05:14:00 PM,004XX W DIVISION ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1821.0,18.0,27.0,8.0,06,1173175.0,1908290.0,2003.0,02/28/2018 03:56:25 PM,41.903775756,-87.639324074,"(41.903775756, -87.639324074)"
13274261,JG500698,11/11/2023 08:30:00 PM,079XX S WABASH AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,623.0,6.0,6.0,44.0,26,1178086.0,1852468.0,2023.0,11/19/2023 03:41:26 PM,41.750485314,-87.62298042,"(41.750485314, -87.62298042)"
7969428,HT202102,03/14/2011 07:35:00 AM,063XX S ARTESIAN AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,True,False,825.0,8.0,15.0,66.0,04A,1161126.0,1862627.0,2011.0,02/10/2018 03:50:01 PM,41.778730518,-87.684849239,"(41.778730518, -87.684849239)"
1551688,G294934,05/22/2001 11:20:25 AM,034XX W CARROLL AV,2027,NARCOTICS,POSS: CRACK,STREET,True,False,1123.0,11.0,,,18,1153205.0,1902222.0,2001.0,08/17/2015 03:03:40 PM,41.887544486,-87.712839956,"(41.887544486, -87.712839956)"
3943327,HL315121,04/23/2005 07:30:00 PM,116XX S BISHOP ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,524.0,5.0,34.0,53.0,05,1168756.0,1827620.0,2005.0,02/28/2018 03:56:25 PM,41.682504894,-87.657884164,"(41.682504894, -87.657884164)"
5177169,HM768855,12/11/2006 09:30:00 PM,043XX W MAYPOLE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1114.0,11.0,28.0,26.0,08A,1147226.0,1901097.0,2006.0,02/28/2018 03:56:25 PM,41.884573898,-87.734825688,"(41.884573898, -87.734825688)"
5689618,HN497507,07/30/2007 04:17:18 AM,020XX W DEVON AVE,2022,NARCOTICS,POSS: COCAINE,TAXICAB,True,False,2413.0,24.0,50.0,2.0,18,1161721.0,1942497.0,2007.0,02/10/2018 03:50:01 PM,41.997888171,-87.680440023,"(41.997888171, -87.680440023)"
2839993,HJ502304,07/18/2003 11:30:00 AM,023XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1814.0,18.0,43.0,7.0,06,1173029.0,1915741.0,2003.0,02/28/2018 03:56:25 PM,41.924224899,-87.639638995,"(41.924224899, -87.639638995)"
11419199,JB400195,08/19/2018 11:00:00 AM,002XX S CANAL ST,0820,THEFT,$500 AND UNDER,OTHER RAILROAD PROP / TRAIN DEPOT,False,False,121.0,1.0,2.0,28.0,06,1173177.0,1899236.0,2018.0,08/26/2018 04:00:33 PM,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
8073760,HT305697,05/20/2011 06:00:00 PM,063XX S NORMAL BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,722.0,7.0,20.0,68.0,08B,1174041.0,1862710.0,2011.0,02/10/2018 03:50:01 PM,41.778681262,-87.637499499,"(41.778681262, -87.637499499)"
2907879,HJ583506,08/24/2003 10:40:00 AM,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2422.0,24.0,49.0,1.0,06,1163126.0,1950347.0,2003.0,02/28/2018 03:56:25 PM,42.019399237,-87.675049485,"(42.019399237, -87.675049485)"
8844494,HV517893,10/14/2012 11:10:00 AM,033XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1123.0,11.0,28.0,27.0,06,1154093.0,1900484.0,2012.0,02/10/2018 03:50:01 PM,41.882757573,-87.709625318,"(41.882757573, -87.709625318)"
11716720,JC299223,06/09/2019 05:05:00 PM,034XX N BROADWAY,0560,ASSAULT,SIMPLE,STREET,False,False,1925.0,19.0,46.0,6.0,08A,1171275.0,1923312.0,2019.0,06/30/2019 03:41:21 PM,41.945038795,-87.645860783,"(41.945038795, -87.645860783)"
11541388,JB558295,12/07/2018 11:30:00 PM,075XX N BELL AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,False,False,2411.0,24.0,49.0,2.0,07,1160012.0,1950062.0,2018.0,12/26/2018 04:12:48 PM,42.018682337,-87.686516569,"(42.018682337, -87.686516569)"
4433335,HL728157,11/10/2005 09:00:00 PM,002XX N KILDARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1114.0,11.0,28.0,26.0,14,1147694.0,1900747.0,2005.0,02/10/2018 03:50:01 PM,41.883604489,-87.7331161,"(41.883604489, -87.7331161)"
4073858,HK689602,10/15/2004 11:50:00 PM,077XX S ESSEX AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,False,False,421.0,4.0,7.0,43.0,07,1194203.0,1854162.0,2004.0,02/28/2018 03:56:25 PM,41.754753465,-87.563865692,"(41.754753465, -87.563865692)"
9095675,HW239865,04/19/2013 06:30:00 PM,055XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,PARK PROPERTY,False,False,233.0,2.0,20.0,40.0,06,1179873.0,1868199.0,2013.0,02/10/2018 03:50:01 PM,41.793612114,-87.615951236,"(41.793612114, -87.615951236)"
5699711,HN502982,08/01/2007 06:07:21 PM,005XX S PULASKI RD,0460,BATTERY,SIMPLE,CTA PLATFORM,False,False,1132.0,11.0,24.0,26.0,08B,1149812.0,1897228.0,2007.0,02/28/2018 03:56:25 PM,41.873907046,-87.725430093,"(41.873907046, -87.725430093)"
10950557,JA270081,05/19/2017 03:30:00 AM,002XX W ERIE ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,True,False,1831.0,18.0,42.0,8.0,08B,1174310.0,1904728.0,2017.0,02/10/2018 03:50:01 PM,41.893976168,-87.635261452,"(41.893976168, -87.635261452)"
8190923,HT425517,07/31/2011 11:13:00 PM,048XX W ARMITAGE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2522.0,25.0,31.0,19.0,18,1143932.0,1912865.0,2011.0,02/10/2018 03:50:01 PM,41.91692901,-87.746626307,"(41.91692901, -87.746626307)"
11818156,JC420918,09/04/2019 07:00:00 PM,043XX W 47TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARKING LOT/GARAGE(NON.RESID.),False,False,815.0,8.0,14.0,57.0,14,1148357.0,1873118.0,2019.0,09/11/2019 03:40:49 PM,41.807774159,-87.731392598,"(41.807774159, -87.731392598)"
11947007,JD110273,01/09/2020 08:28:00 PM,039XX W LAKE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,1122.0,11.0,28.0,26.0,15,1150097.0,1901416.0,2020.0,01/16/2020 03:42:59 PM,41.885393838,-87.724274579,"(41.885393838, -87.724274579)"
11921381,JC546527,12/09/2019 11:30:00 PM,034XX N ELAINE PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,1925.0,19.0,44.0,6.0,05,1170799.0,1923093.0,2019.0,12/18/2019 03:40:03 PM,41.944448313,-87.647616798,"(41.944448313, -87.647616798)"
13274319,JG500758,11/11/2023 11:17:00 PM,007XX N LEAMINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1531.0,15.0,37.0,25.0,08B,1141892.0,1904355.0,2023.0,11/19/2023 03:41:26 PM,41.893614658,-87.754332383,"(41.893614658, -87.754332383)"
2693425,HJ315819,04/22/2003 10:20:00 AM,014XX S BLUE ISLAND AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,1232.0,12.0,25.0,28.0,08A,1168627.0,1893531.0,2003.0,02/28/2018 03:56:25 PM,41.863375747,-87.656457451,"(41.863375747, -87.656457451)"
6278562,HP366767,05/30/2008 06:00:00 PM,015XX W CHASE AVE,0810,THEFT,OVER $500,STREET,False,False,2423.0,24.0,49.0,1.0,06,1164795.0,1948342.0,2008.0,02/28/2018 03:56:25 PM,42.013862098,-87.668965041,"(42.013862098, -87.668965041)"
9370874,HW513942,10/30/2013 05:00:00 PM,048XX S VINCENNES AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,223.0,2.0,3.0,38.0,07,1180402.0,1873220.0,2013.0,02/10/2018 03:50:01 PM,41.807378046,-87.613857343,"(41.807378046, -87.613857343)"
3586741,HK677577,10/10/2004 02:40:00 AM,087XX S WOOD ST,0810,THEFT,OVER $500,STREET,False,False,2221.0,22.0,21.0,71.0,06,1165867.0,1846812.0,2004.0,02/28/2018 03:56:25 PM,41.73523253,-87.667916783,"(41.73523253, -87.667916783)"
9696446,HX346920,07/16/2014 01:30:00 AM,066XX S BISHOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,725.0,7.0,17.0,67.0,08B,1167811.0,1860656.0,2014.0,02/10/2018 03:50:01 PM,41.773180893,-87.660398029,"(41.773180893, -87.660398029)"
2449271,HH759486,11/04/2002 11:00:00 PM,070XX S MICHIGAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,322.0,3.0,6.0,69.0,18,1178379.0,1858394.0,2002.0,02/28/2018 03:56:25 PM,41.766740279,-87.621727109,"(41.766740279, -87.621727109)"
11072242,JA412295,08/26/2017 01:00:00 PM,029XX W FLOURNOY ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1135.0,11.0,2.0,27.0,05,1156940.0,1896893.0,2017.0,02/10/2018 03:50:01 PM,41.872846261,-87.699268418,"(41.872846261, -87.699268418)"
5840493,HN643804,10/05/2007 10:30:00 PM,089XX S MUSKEGON AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,423.0,4.0,10.0,46.0,06,1196565.0,1846208.0,2007.0,02/28/2018 03:56:25 PM,41.732868775,-87.555473331,"(41.732868775, -87.555473331)"
9436229,HW580475,12/21/2013 04:30:00 PM,001XX N DEARBORN ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,111.0,1.0,42.0,32.0,06,1175928.0,1900994.0,2013.0,02/10/2018 03:50:01 PM,41.883693593,-87.629431622,"(41.883693593, -87.629431622)"
7172132,HR582722,10/11/2009 04:45:00 PM,048XX S STATE ST,0460,BATTERY,SIMPLE,PARK PROPERTY,True,False,231.0,2.0,3.0,38.0,08B,1177087.0,1873037.0,2009.0,02/28/2018 03:56:25 PM,41.806951386,-87.626021224,"(41.806951386, -87.626021224)"
